season,competition,round,match_id,match_date_utc,home_team_name,away_team_name,home_score,away_score,status,venue_name,source,source_detail,source_url,data_status,last_updated_at,match_code,match_label,home_team,home_team_key,away_team,away_team_key,transformed_at
2025,serie_b,1,kOsoIJc,2025-04-04T22:00:00Z,Goiás,Amazonas FC,1,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/amazonas-fc-goias/kOsoIJc,score_confirmed,2026-05-07T16:36:59.789278Z,,,,,,,
2025,serie_b,1,JOsJRp,2025-04-05T00:00:00Z,Criciúma,Operário-PR,1,2,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/operario-pr-criciuma/JOsJRp,score_confirmed,2026-05-07T16:36:59.789312Z,,,,,,,
2025,serie_b,1,rOsXO,2025-04-05T00:00:00Z,Paysandu SC,Athletico,1,2,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/paysandu-sc-athletico/rOsXO,score_confirmed,2026-05-07T16:36:59.789331Z,,,,,,,
2025,serie_b,1,VLisHPi,2025-04-05T19:00:00Z,CRB,Chapecoense,1,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/crb-chapecoense/VLisHPi,score_confirmed,2026-05-07T16:36:59.789346Z,,,,,,,
2025,serie_b,1,HOswP,2025-04-05T19:00:00Z,Coritiba,Vila Nova FC,1,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/vila-nova-fc-coritiba/HOswP,score_confirmed,2026-05-07T16:36:59.789362Z,,,,,,,
2025,serie_b,1,yOsEO,2025-04-05T21:30:00Z,América Mineiro,Botafogo-SP,1,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/botafogo-sp-america-mineiro/yOsEO,score_confirmed,2026-05-07T16:36:59.789376Z,,,,,,,
2025,serie_b,1,mPsKfo,2025-04-06T22:00:00Z,Ferroviária,Remo,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/ferroviaria-remo/mPsKfo,score_confirmed,2026-05-07T16:36:59.789389Z,,,,,,,
2025,serie_b,1,HOcscJu,2025-04-06T22:00:00Z,Volta Redonda,Cuiabá,0,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/cuiaba-volta-redonda/HOcscJu,score_confirmed,2026-05-07T16:36:59.789403Z,,,,,,,
2025,serie_b,1,pWcsokeb,2025-04-06T23:00:00Z,Avaí,Grêmio Novorizontino,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/novorizontino-avai/pWcsokeb,score_confirmed,2026-05-07T16:36:59.789415Z,,,,,,,
2025,serie_b,1,oWcsAfMc,2025-04-07T22:00:00Z,Atlético Goianiense,Athletic Club,4,2,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/athletic-club-atletico-goianiense/oWcsAfMc,score_confirmed,2026-05-07T16:36:59.789428Z,,,,,,,
2025,serie_b,20,kOsoIJc,2025-08-02T23:30:00Z,Amazonas FC,Goiás,2,2,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/amazonas-fc-goias/kOsoIJc,score_confirmed,2026-05-07T16:24:30.984071Z,,,,,,,
2025,serie_b,20,JOsJRp,2025-08-02T00:30:00Z,Operário-PR,Criciúma,1,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/operario-pr-criciuma/JOsJRp,score_confirmed,2026-05-07T16:24:30.984040Z,,,,,,,
2025,serie_b,20,rOsXO,2025-08-03T21:30:00Z,Athletico,Paysandu SC,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/paysandu-sc-athletico/rOsXO,score_confirmed,2026-05-07T16:24:30.984117Z,,,,,,,
2025,serie_b,20,VLisHPi,2025-08-03T19:00:00Z,Chapecoense,CRB,3,2,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/crb-chapecoense/VLisHPi,score_confirmed,2026-05-07T16:24:30.984086Z,,,,,,,
2025,serie_b,20,HOswP,2025-08-01T00:35:00Z,Vila Nova FC,Coritiba,1,2,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/vila-nova-fc-coritiba/HOswP,score_confirmed,2026-05-07T16:24:30.983996Z,,,,,,,
2025,serie_b,20,yOsEO,2025-08-02T21:30:00Z,Botafogo-SP,América Mineiro,2,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/botafogo-sp-america-mineiro/yOsEO,score_confirmed,2026-05-07T16:24:30.984056Z,,,,,,,
2025,serie_b,20,mPsKfo,2025-08-01T22:00:00Z,Remo,Ferroviária,0,2,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/ferroviaria-remo/mPsKfo,score_confirmed,2026-05-07T16:24:30.984023Z,,,,,,,
2025,serie_b,20,HOcscJu,2025-08-05T00:30:00Z,Cuiabá,Volta Redonda,2,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/cuiaba-volta-redonda/HOcscJu,score_confirmed,2026-05-07T16:24:30.984143Z,,,,,,,
2025,serie_b,20,pWcsokeb,2025-08-03T19:00:00Z,Grêmio Novorizontino,Avaí,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/novorizontino-avai/pWcsokeb,score_confirmed,2026-05-07T16:24:30.984100Z,,,,,,,
2025,serie_b,20,oWcsAfMc,2025-08-04T22:00:00Z,Athletic Club,Atlético Goianiense,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/athletic-club-atletico-goianiense/oWcsAfMc,score_confirmed,2026-05-07T16:24:30.984130Z,,,,,,,
2025,serie_b,2,rOsJO,2025-04-10T22:00:00Z,Athletico,Criciúma,2,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/criciuma-athletico/rOsJO,score_confirmed,2026-05-07T16:24:24.251705Z,,,,,,,
2025,serie_b,2,pWcscJu,2025-04-11T00:30:00Z,Cuiabá,Avaí,2,2,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/cuiaba-avai/pWcscJu,score_confirmed,2026-05-07T16:24:24.251784Z,,,,,,,
2025,serie_b,2,HOsVLi,2025-04-12T19:00:00Z,Chapecoense,Coritiba,1,2,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/chapecoense-coritiba/HOsVLi,score_confirmed,2026-05-07T16:24:24.251807Z,,,,,,,
2025,serie_b,2,XOswP,2025-04-12T21:00:00Z,Vila Nova FC,Paysandu SC,1,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/vila-nova-fc-paysandu-sc/XOswP,score_confirmed,2026-05-07T16:24:24.251824Z,,,,,,,
2025,serie_b,2,KfosoIJc,2025-04-12T22:00:00Z,Amazonas FC,Ferroviária,0,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/amazonas-fc-ferroviaria/KfosoIJc,score_confirmed,2026-05-07T16:24:24.251840Z,,,,,,,
2025,serie_b,2,HOcsokeb,2025-04-12T22:00:00Z,Grêmio Novorizontino,Volta Redonda,1,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/novorizontino-volta-redonda/HOcsokeb,score_confirmed,2026-05-07T16:24:24.251859Z,,,,,,,
2025,serie_b,2,kOsJRp,2025-04-12T23:00:00Z,Operário-PR,Goiás,1,2,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/operario-pr-goias/kOsJRp,score_confirmed,2026-05-07T16:24:24.251875Z,,,,,,,
2025,serie_b,2,HPisAfMc,2025-04-13T19:00:00Z,Athletic Club,CRB,1,2,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/athletic-club-crb/HPisAfMc,score_confirmed,2026-05-07T16:24:24.251889Z,,,,,,,
2025,serie_b,2,yOsmP,2025-04-13T19:00:00Z,Remo,América Mineiro,2,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/remo-america-mineiro/yOsmP,score_confirmed,2026-05-07T16:24:24.251903Z,,,,,,,
2025,serie_b,2,EOsoWc,2025-04-13T22:00:00Z,Botafogo-SP,Atlético Goianiense,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/atletico-goianiense-botafogo-sp/EOsoWc,score_confirmed,2026-05-07T16:24:24.251917Z,,,,,,,
2025,serie_b,3,rOscJu,2025-04-15T22:00:00Z,Cuiabá,Athletico,2,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/cuiaba-athletico/rOscJu,score_confirmed,2026-05-07T16:24:24.604213Z,,,,,,,
2025,serie_b,3,pWcsJRp,2025-04-16T23:00:00Z,Avaí,Operário-PR,1,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/operario-pr-avai/pWcsJRp,score_confirmed,2026-05-07T16:24:24.604234Z,,,,,,,
2025,serie_b,3,XOsVLi,2025-04-16T23:00:00Z,Paysandu SC,Chapecoense,0,2,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/chapecoense-paysandu-sc/XOsVLi,score_confirmed,2026-05-07T16:24:24.604248Z,,,,,,,
2025,serie_b,3,HOsokeb,2025-04-17T00:00:00Z,Coritiba,Grêmio Novorizontino,0,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/novorizontino-coritiba/HOsokeb,score_confirmed,2026-05-07T16:24:24.604262Z,,,,,,,
2025,serie_b,3,kOswP,2025-04-17T22:00:00Z,Goiás,Vila Nova FC,2,2,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/vila-nova-fc-goias/kOswP,score_confirmed,2026-05-07T16:24:24.604276Z,,,,,,,
2025,serie_b,3,EOsmP,2025-04-17T23:00:00Z,Botafogo-SP,Remo,2,2,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/remo-botafogo-sp/EOsmP,score_confirmed,2026-05-07T16:24:24.604289Z,,,,,,,
2025,serie_b,3,HOcsHPi,2025-04-17T23:00:00Z,CRB,Volta Redonda,1,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/crb-volta-redonda/HOcsHPi,score_confirmed,2026-05-07T16:24:24.604302Z,,,,,,,
2025,serie_b,3,JOsAfMc,2025-04-17T23:00:00Z,Criciúma,Athletic Club,4,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/athletic-club-criciuma/JOsAfMc,score_confirmed,2026-05-07T16:24:24.604316Z,,,,,,,
2025,serie_b,3,oWcsKfo,2025-04-18T00:00:00Z,Ferroviária,Atlético Goianiense,2,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/ferroviaria-atletico-goianiense/oWcsKfo,score_confirmed,2026-05-07T16:24:24.604362Z,,,,,,,
2025,serie_b,3,yOsoIJc,2025-04-18T00:35:00Z,América Mineiro,Amazonas FC,3,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/amazonas-fc-america-mineiro/yOsoIJc,score_confirmed,2026-05-07T16:24:24.604381Z,,,,,,,
2025,serie_b,4,XOsJRp,2025-04-19T19:00:00Z,Operário-PR,Paysandu SC,0,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/operario-pr-paysandu-sc/XOsJRp,score_confirmed,2026-05-07T16:24:24.919470Z,,,,,,,
2025,serie_b,4,EOswP,2025-04-20T19:00:00Z,Vila Nova FC,Botafogo-SP,2,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/vila-nova-fc-botafogo-sp/EOswP,score_confirmed,2026-05-07T16:24:24.919487Z,,,,,,,
2025,serie_b,4,VLisAfMc,2025-04-20T21:00:00Z,Chapecoense,Athletic Club,1,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/athletic-club-chapecoense/VLisAfMc,score_confirmed,2026-05-07T16:24:24.919498Z,,,,,,,
2025,serie_b,4,rOsHPi,2025-04-20T22:00:00Z,Athletico,CRB,2,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/crb-athletico/rOsHPi,score_confirmed,2026-05-07T16:24:24.919507Z,,,,,,,
2025,serie_b,4,kOsyO,2025-04-20T23:00:00Z,América Mineiro,Goiás,1,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/america-mineiro-goias/kOsyO,score_confirmed,2026-05-07T16:24:24.919516Z,,,,,,,
2025,serie_b,4,pWcsoIJc,2025-04-21T21:00:00Z,Amazonas FC,Avaí,0,2,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/amazonas-fc-avai/pWcsoIJc,score_confirmed,2026-05-07T16:24:24.919526Z,,,,,,,
2025,serie_b,4,JOsokeb,2025-04-21T22:00:00Z,Grêmio Novorizontino,Criciúma,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/novorizontino-criciuma/JOsokeb,score_confirmed,2026-05-07T16:24:24.919535Z,,,,,,,
2025,serie_b,4,HOsmP,2025-04-22T00:30:00Z,Remo,Coritiba,1,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/remo-coritiba/HOsmP,score_confirmed,2026-05-07T16:24:24.919544Z,,,,,,,
2025,serie_b,4,oWcscJu,2025-04-22T22:30:00Z,Atlético Goianiense,Cuiabá,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/cuiaba-atletico-goianiense/oWcscJu,score_confirmed,2026-05-07T16:24:24.919555Z,,,,,,,
2025,serie_b,4,HOcsKfo,2025-04-22T23:00:00Z,Volta Redonda,Ferroviária,0,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/ferroviaria-volta-redonda/HOcsKfo,score_confirmed,2026-05-07T16:24:24.919563Z,,,,,,,
2025,serie_b,5,rOsokeb,2025-04-25T00:35:00Z,Grêmio Novorizontino,Athletico,2,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/novorizontino-athletico/rOsokeb,score_confirmed,2026-05-07T16:24:26.446131Z,,,,,,,
2025,serie_b,5,JOsmP,2025-04-25T22:00:00Z,Criciúma,Remo,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/remo-criciuma/JOsmP,score_confirmed,2026-05-07T16:24:26.446162Z,,,,,,,
2025,serie_b,5,wPsVLi,2025-04-26T00:00:00Z,Vila Nova FC,Chapecoense,1,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/chapecoense-vila-nova-fc/wPsVLi,score_confirmed,2026-05-07T16:24:26.446182Z,,,,,,,
2025,serie_b,5,HOsJRp,2025-04-26T19:00:00Z,Coritiba,Operário-PR,2,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/operario-pr-coritiba/HOsJRp,score_confirmed,2026-05-07T16:24:26.446199Z,,,,,,,
2025,serie_b,5,yOspWc,2025-04-26T23:00:00Z,Avaí,América Mineiro,3,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/avai-america-mineiro/yOspWc,score_confirmed,2026-05-07T16:24:26.446216Z,,,,,,,
2025,serie_b,5,HOcsAfMc,2025-04-27T19:00:00Z,Athletic Club,Volta Redonda,2,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/athletic-club-volta-redonda/HOcsAfMc,score_confirmed,2026-05-07T16:24:26.446234Z,,,,,,,
2025,serie_b,5,oWcsoIJc,2025-04-27T19:30:00Z,Amazonas FC,Atlético Goianiense,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/amazonas-fc-atletico-goianiense/oWcsoIJc,score_confirmed,2026-05-07T16:24:26.446250Z,,,,,,,
2025,serie_b,5,XOsHPi,2025-04-27T20:00:00Z,Paysandu SC,CRB,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/crb-paysandu-sc/XOsHPi,score_confirmed,2026-05-07T16:24:26.446268Z,,,,,,,
2025,serie_b,5,KfoscJu,2025-04-27T22:00:00Z,Cuiabá,Ferroviária,1,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/cuiaba-ferroviaria/KfoscJu,score_confirmed,2026-05-07T16:24:26.446285Z,,,,,,,
2025,serie_b,5,kOsEO,2025-04-28T22:30:00Z,Botafogo-SP,Goiás,0,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/botafogo-sp-goias/kOsEO,score_confirmed,2026-05-07T16:24:26.446300Z,,,,,,,
2025,serie_b,6,HOsKfo,2025-05-03T00:35:00Z,Ferroviária,Coritiba,2,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/ferroviaria-coritiba/HOsKfo,score_confirmed,2026-05-07T16:24:26.740153Z,,,,,,,
2025,serie_b,6,mPsoIJc,2025-05-03T19:00:00Z,Remo,Amazonas FC,1,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/amazonas-fc-remo/mPsoIJc,score_confirmed,2026-05-07T16:24:26.740189Z,,,,,,,
2025,serie_b,6,XOsHOc,2025-05-03T23:30:00Z,Volta Redonda,Paysandu SC,1,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/volta-redonda-paysandu-sc/XOsHOc,score_confirmed,2026-05-07T16:24:26.740209Z,,,,,,,
2025,serie_b,6,oWcsokeb,2025-05-04T19:00:00Z,Atlético Goianiense,Grêmio Novorizontino,1,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/novorizontino-atletico-goianiense/oWcsokeb,score_confirmed,2026-05-07T16:24:26.740225Z,,,,,,,
2025,serie_b,6,rOsEO,2025-05-04T21:30:00Z,Athletico,Botafogo-SP,1,4,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/botafogo-sp-athletico/rOsEO,score_confirmed,2026-05-07T16:24:26.740243Z,,,,,,,
2025,serie_b,6,JOsVLi,2025-05-04T21:30:00Z,Chapecoense,Criciúma,2,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/chapecoense-criciuma/JOsVLi,score_confirmed,2026-05-07T16:24:26.740257Z,,,,,,,
2025,serie_b,6,yOsJRp,2025-05-04T23:30:00Z,Operário-PR,América Mineiro,1,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/operario-pr-america-mineiro/yOsJRp,score_confirmed,2026-05-07T16:24:26.740269Z,,,,,,,
2025,serie_b,6,kOspWc,2025-05-05T22:00:00Z,Goiás,Avaí,2,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/avai-goias/kOspWc,score_confirmed,2026-05-07T16:24:26.740287Z,,,,,,,
2025,serie_b,6,HPiscJu,2025-05-06T22:30:00Z,CRB,Cuiabá,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/cuiaba-crb/HPiscJu,score_confirmed,2026-05-07T16:24:26.740302Z,,,,,,,
2025,serie_b,6,wPsAfMc,2025-05-07T00:30:00Z,Athletic Club,Vila Nova FC,0,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/athletic-club-vila-nova-fc/wPsAfMc,score_confirmed,2026-05-07T16:24:26.740319Z,,,,,,,
2025,serie_b,7,rOsVLi,2025-05-09T00:35:00Z,Athletico,Chapecoense,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/chapecoense-athletico/rOsVLi,score_confirmed,2026-05-07T16:24:27.047089Z,,,,,,,
2025,serie_b,7,oWcspWc,2025-05-10T19:00:00Z,Avaí,Atlético Goianiense,0,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/avai-atletico-goianiense/oWcspWc,score_confirmed,2026-05-07T16:24:27.047117Z,,,,,,,
2025,serie_b,7,kOsHO,2025-05-10T21:30:00Z,Goiás,Coritiba,1,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/coritiba-goias/kOsHO,score_confirmed,2026-05-07T16:24:27.047139Z,,,,,,,
2025,serie_b,7,JOsHOc,2025-05-11T19:00:00Z,Criciúma,Volta Redonda,0,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/volta-redonda-criciuma/JOsHOc,score_confirmed,2026-05-07T16:24:27.047156Z,,,,,,,
2025,serie_b,7,JRpscJu,2025-05-11T21:30:00Z,Cuiabá,Operário-PR,2,3,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/cuiaba-operario-pr/JRpscJu,score_confirmed,2026-05-07T16:24:27.047173Z,,,,,,,
2025,serie_b,7,Kfosokeb,2025-05-11T21:30:00Z,Grêmio Novorizontino,Ferroviária,2,2,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/novorizontino-ferroviaria/Kfosokeb,score_confirmed,2026-05-07T16:24:27.047189Z,,,,,,,
2025,serie_b,7,EOsAfMc,2025-05-12T22:00:00Z,Botafogo-SP,Athletic Club,0,3,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/athletic-club-botafogo-sp/EOsAfMc,score_confirmed,2026-05-07T16:24:27.047204Z,,,,,,,
2025,serie_b,7,HPisoIJc,2025-05-13T00:00:00Z,Amazonas FC,CRB,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/amazonas-fc-crb/HPisoIJc,score_confirmed,2026-05-07T16:24:27.047224Z,,,,,,,
2025,serie_b,7,mPswP,2025-05-14T22:00:00Z,Remo,Vila Nova FC,2,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/vila-nova-fc-remo/mPswP,score_confirmed,2026-05-07T16:24:27.047242Z,,,,,,,
